12.11	1.Name	2.Nr	3.Release date	4.Price	5.ID	6.File Name	7.Limited
Graves	Riot Graves	4	8/16/2012	975	376	Graves_4	
Graves	Pool Party Graves	5	9/9/2013	1350	377	Graves_5	
Graves	Cutthroat Graves	6	7/21/2015	750	378	Graves_6	
Graves	Snow Day Graves	7	12/14/2016	1350	379	Graves_7	
Graves	Victorious Graves	8	11/8/2017	special	380	Graves_14	
Graves	Praetorian Graves	9	11/8/2018	1350	381	Graves_18	
Graves	Battle Professor Graves	10	5/15/2019	1350	382	Graves_25	
Graves	Sentinel Graves	11	7/22/2021	1820	383	Graves_35	
Gwen	Original Gwen	0	4/15/2021	975	384	Gwen_0	
Gwen	Space Groove Gwen	1	4/15/2021	1350	385	Gwen_1	
Gwen	Cafe Cuties Gwen		12/2/2021	1350		Gwen_11	
Hecarim	Original Hecarim	0	4/17/2012	880	386	Hecarim_0	
Hecarim	Blood Knight Hecarim	1	4/17/2012	975	387	Hecarim_1	
Hecarim	Reaper Hecarim	2	4/17/2012	975	388	Hecarim_2	
Hecarim	Headless Hecarim	3	10/26/2012	975	389	Hecarim_3	
Hecarim	Arcade Hecarim	4	8/21/2013	1350	390	Hecarim_4	
Hecarim	Elderwood Hecarim	5	11/25/2015	1350	391	Hecarim_5	
Hecarim	Worldbreaker Hecarim	6	11/10/2016	750	392	Hecarim_6	
Hecarim	Lancer Zero Hecarim	7	8/16/2017	special	393	Hecarim_7	
Hecarim	High Noon Hecarim	8	10/10/2019	1350	394	Hecarim_8	
Hecarim	Cosmic Charger Hecarim	9	11/24/2020	1350	395	Hecarim_14	
Heimerdinger	Original Heimerdinger	0	10/9/2009	790	396	Heimerdinger_0	
Heimerdinger	Blast Zone Heimerdinger	1	6/24/2010	520	397	Heimerdinger_1	
Heimerdinger	Alien Invader Heimerdinger	2	7/13/2010	1820	398	Heimerdinger_2	
Heimerdinger	Piltover Customs Heimerdinger	3	11/22/2010	975	399	Heimerdinger_3	
Heimerdinger	Snowmerdinger	4	12/14/2011	975	400	Heimerdinger_4	
Heimerdinger	Hazmat Heimerdinger	5	7/13/2014	975	401	Heimerdinger_5	
Heimerdinger	Dragon Trainer Heimerdinger	6	10/11/2018	1820	402	Heimerdinger_6	
Heimerdinger	Pool Party Heimerdinger	7	7/2/2020	1350	403	Heimerdinger_15	
Illaoi	Original Illaoi	0	11/24/2015	975	404	Illaoi_0	
Illaoi	Void Bringer Illaoi	1	11/24/2015	1350	405	Illaoi_1	
Illaoi	Resistance Illaoi	2	3/15/2018	1350	406	Illaoi_2	
Illaoi	Cosmic Invoker Illaoi	3	11/24/2020	1350	407	Illaoi_10	
Irelia	Original Irelia	0	11/16/2010	880	408	Irelia_0	
Irelia	Aviator Irelia	1	11/16/2010	520	409	Irelia_1	
Irelia	Nightblade Irelia	2	11/16/2010	520	410	Irelia_2	
Irelia	Infiltrator Irelia	3	10/11/2011	975	411	Irelia_3	
Irelia	Frostblade Irelia	4	4/30/2012	975	412	Irelia_4	
Irelia	Order of the Lotus Irelia	5	6/3/2015	750	413	Irelia_5	
Irelia	Divine Sword Irelia	6	9/4/2018	1350	414	Irelia_6	
Irelia	iG Irelia	7	4/23/2019	1350	415	Irelia_15	yes
Irelia	PROJECT: Irelia	8	8/1/2019	1350	416	Irelia_16	
Irelia	PROJECT: Irelia Prestige Edition	9	8/1/2019	special	417	Irelia_17	
Irelia	High Noon Irelia	10	6/18/2020	1350	418	Irelia_18	
Irelia	Sentinel Irelia	11	7/8/2021	1350	419	Irelia_26	
Ivern	Original Ivern	0	10/4/2016	975	420	Ivern_0	
Ivern	Candy King Ivern	1	10/4/2016	1350	421	Ivern_1	
Ivern	Dunkmaster Ivern	2	4/4/2019	1350	422	Ivern_2	
Ivern	Old God Ivern	3	12/10/2020	1350	423	Ivern_11	
Janna	Original Janna	0	9/1/2009	585	424	Janna_0	
Janna	Tempest Janna	1	7/13/2010	520	425	Janna_1	
Janna	Hextech Janna	2	11/8/2010	975	426	Janna_2	
Janna	Frost Queen Janna	3	12/5/2011	975	427	Janna_3	
Janna	Victorious Janna	4	11/6/2012	special	428	Janna_4	
Janna	Forecast Janna	5	9/4/2013	1820	429	Janna_5	
Janna	Fnatic Janna	6	9/24/2014	750	430	Janna_6	yes
Janna	Star Guardian Janna	7	10/5/2016	1350	431	Janna_7	
Janna	Sacred Sword Janna	8	9/27/2017	1350	432	Janna_8	
Janna	Bewitching Janna	9	10/24/2018	1350	433	Janna_13	
Janna	Guardian of the Sands Janna	10	1/22/2020	1350	434	Janna_20	
Janna	Battle Queen Janna	11	12/10/2020	1350	435	Janna_27	
Jarvan IV	Original Jarvan IV	0	3/1/2011	880	436	JarvanIV_0	
Jarvan IV	Commando Jarvan IV	1	3/1/2011	520	437	JarvanIV_1	
Jarvan IV	Dragonslayer Jarvan IV	3	3/1/2011	750	438	JarvanIV_2	
Jarvan IV	Darkforge Jarvan IV	4	7/26/2011	975	439	JarvanIV_3	
Jarvan IV	Victorious Jarvan IV	5	9/14/2011	special	440	JarvanIV_4	
Jarvan IV	Warring Kingdoms Jarvan IV	6	2/8/2013	1350	441	JarvanIV_5	
Jarvan IV	Fnatic Jarvan IV	7	9/24/2014	750	442	JarvanIV_6	yes
Jarvan IV	Dark Star Jarvan IV	8	3/1/2018	1350	443	JarvanIV_7	
Jarvan IV	SSG Jarvan IV	9	7/20/2018	1350	444	JarvanIV_8	yes
Jarvan IV	Hextech Jarvan IV	10	4/4/2019	special	445	JarvanIV_9	
Jarvan IV	Pool Party Jarvan IV	11	7/2/2020	1350	446	JarvanIV_11	
Jarvan IV	Lunar Beast Jarvan IV	12	2/4/2021	1350	447	JarvanIV_21	
Jarvan IV	Worlds 2021 Jarvan IV		9/23/2021	1350		JarvanIV_30	
Jax	Original Jax	0	2/21/2009	585	448	Jax_0	
Jax	The Mighty Jax	1	2/12/2010	520	449	Jax_1	
Jax	Vandal Jax	2	2/24/2010	520	450	Jax_2	
Jax	PAX Jax	3	3/26/2010	special	451	Jax_3	
Jax	Angler Jax	4	6/8/2010	975	452	Jax_4	
Jax	Jaximus	5	5/10/2011	975	453	Jax_5	
Jax	Temple Jax	6	11/15/2011	750	454	Jax_6	
Jax	Nemesis Jax	7	9/14/2012	975	455	Jax_7	
Jax	SKT T1 Jax	8	5/4/2014	750	456	Jax_8	yes
Jax	Warden Jax	9	9/30/2015	750	457	Jax_12	
Jax	God Staff Jax	10	1/11/2018	1350	458	Jax_13	
Jax	Mecha Kingdoms Jax	11	1/15/2020	1820	459	Jax_14	
Jax	Conqueror Jax	12	4/29/2021	1350	460	Jax_20	yes
Jax	Conqueror Jax Prestige Edition	13	4/29/2021	special	461	Jax_21	
Jayce	Original Jayce	0	7/6/2012	880	462	Jayce_0	
Jayce	Full Metal Jayce	1	7/6/2012	1350	463	Jayce_1	
Jayce	Debonair Jayce	2	2/14/2013	975	464	Jayce_2	
Jayce	Forsaken Jayce	3	5/3/2015	1350	465	Jayce_3	
Jayce	Jayce Brighthammer	4	11/17/2016	750	466	Jayce_4	
Jayce	Battle Academia Jayce	5	5/15/2019	1350	467	Jayce_5	
Jayce	Resistance Jayce	6	11/12/2020	1350	468	Jayce_15	
Jayce	Arcane Jayce		11/8/2021	975		Jayce_24	
Jhin	Original Jhin	0	2/1/2016	975	469	Jhin_0	
Jhin	High Noon Jhin	1	2/1/2016	1350	470	Jhin_1	
Jhin	Blood Moon Jhin	2	2/9/2017	1350	471	Jhin_2	
Jhin	SKT T1 Jhin	3	6/27/2017	1350	472	Jhin_3	yes
Jhin	PROJECT: Jhin	4	11/22/2017	1350	473	Jhin_4	
Jhin	Dark Cosmic Jhin	5	6/13/2019	1820	474	Jhin_5	
Jhin	Shan Hai Scrolls Jhin	6	1/28/2021	1350	475	Jhin_14	
Jhin	DWG Jhin	7	4/29/2021	1350	476	Jhin_23	
Jinx	Original Jinx	0	10/9/2013	975	477	Jinx_0	
Jinx	Crime City Jinx	1	10/9/2013	975	478	Jinx_1	
Jinx	Firecracker Jinx	2	2/10/2015	1350	479	Jinx_2	
Jinx	Zombie Slayer Jinx	3	11/5/2015	1350	480	Jinx_3	
Jinx	Star Guardian Jinx	4	10/5/2016	1820	481	Jinx_4	
Jinx	Ambitious Elf Jinx	5	12/12/2017	1350	482	Jinx_12	
Jinx	Odyssey Jinx	6	9/12/2018	1350	483	Jinx_13	
Jinx	PROJECT: Jinx	7	8/1/2019	1350	484	Jinx_20	
Jinx	Heartseeker Jinx	8	2/4/2020	1350	485	Jinx_29	
Jinx	Arcane Jinx		11/24/2021	975		Jinx_37	
Kai'Sa	Original Kai'Sa	0	3/7/2018	975	486	Kaisa_0	
Kai'Sa	Bullet Angel Kai'Sa	1	3/7/2018	1350	487	Kaisa_1	
Kai'Sa	K/DA Kai'Sa	2	11/3/2018	1350	488	Kaisa_14	
Kai'Sa	K/DA Kai'Sa Prestige Edition	3	11/3/2018	special	489	Kaisa_15	
Kai'Sa	iG Kai'Sa	4	4/23/2019	1350	490	Kaisa_16	yes
Kai'Sa	Arcade Kai'Sa	5	6/28/2019	1350	491	Kaisa_17	
Kai'Sa	K/DA ALL OUT Kai'Sa	6	10/29/2020	1350	492	Kaisa_26	
Kai'Sa	K/DA ALL OUT Kai'Sa Prestige Edition	7	10/29/2020	special	493	Kaisa_27	
Kai'Sa	Lagoon Dragon Kai'Sa		10/21/2021	1350		Kaisa_29	
Kalista	Original Kalista	0	11/20/2014	975	494	Kalista_0	
Kalista	Blood Moon Kalista	1	11/20/2014	975	495	Kalista_1	
Kalista	Championship Kalista	2	9/27/2015	975	496	Kalista_2	yes
Kalista	SKT T1 Kalista	3	8/17/2016	975	497	Kalista_3	yes
Kalista	Marauder Kalista	4	1/7/2021	1350	498	Kalista_5	
Karma	Original Karma	0	2/1/2011	790	499	Karma_0	
Karma	Sakura Karma	1	2/1/2011	520	500	Karma_1	
Karma	Sun Goddess Karma	2	2/1/2011	750	501	Karma_2	
Karma	Traditional Karma	3	3/29/2013	975	502	Karma_3	
Karma	Order of the Lotus Karma	5	10/1/2014	975	504	Karma_4	
Karma	Warden Karma	6	9/30/2015	750	505	Karma_5	
Karma	Winter Wonder Karma	7	12/14/2016	1350	506	Karma_6	
Karma	Conqueror Karma	8	4/23/2017	975	507	Karma_7	yes
Karma	Dark Star Karma	9	6/13/2019	1350	508	Karma_8	
Karma	Dawnbringer Karma	10	12/12/2019	special	509	Karma_19	
Karma	Odyssey Karma	11	10/15/2020	1350	510	Karma_26	
Karma	Ruined Karma	12	1/21/2021	1350	511	Karma_27	
Karma	Tranquility Dragon Karma		10/21/2021	1350		Karma_44	
Karthus	Original Karthus	0	6/11/2009	790	512	Karthus_0	
Karthus	Phantom Karthus	1	1/13/2010	460	513	Karthus_1	
Karthus	Statue of Karthus	2	7/3/2010	520	514	Karthus_2	
Karthus	Grim Reaper Karthus	3	9/26/2010	975	515	Karthus_3	
Karthus	Pentakill Karthus	4	8/29/2011	750	516	Karthus_4	
Karthus	Fnatic Karthus	4	9/24/2014	750	503	Karthus_5	yes
Karthus	Karthus Lightsbane	5	11/17/2016	975	517	Karthus_9	
Karthus	Infernal Karthus	6	7/16/2020	1350	518	Karthus_10	
Karthus	Pentakill III: Lost Chapter Karthus		9/9/2021	1350		Karthus_17	
Kassadin	Original Kassadin	0	8/6/2009	790	520	Kassadin_0	
Kassadin	Festival Kassadin	1	2/12/2010	520	521	Kassadin_1	
Kassadin	Deep One Kassadin	2	8/1/2010	520	522	Kassadin_2	
Kassadin	Pre-Void Kassadin	3	9/26/2010	520	523	Kassadin_3	
Kassadin	Harbinger Kassadin	4	7/13/2011	975	524	Kassadin_4	
Kassadin	Cosmic Reaver Kassadin	5	10/14/2015	1350	525	Kassadin_5	
Kassadin	Count Kassadin	6	10/24/2019	1350	526	Kassadin_6	
Kassadin	Hextech Kassadin	7	10/15/2020	special	527	Kassadin_14	
Katarina	Original Katarina	0	9/18/2009	790	528	Katarina_0	
Katarina	Mercenary Katarina	1	11/20/2009	520	529	Katarina_1	
Katarina	Red Card Katarina	2	6/24/2010	975	530	Katarina_2	
Katarina	Bilgewater Katarina	3	8/29/2010	975	531	Katarina_3	
Katarina	Kitty Cat Katarina	4	10/19/2010	975	532	Katarina_4	
Katarina	High Command Katarina	5	2/22/2011	750	533	Katarina_5	
Katarina	Sandstorm Katarina	6	1/2/2012	975	534	Katarina_6	
Katarina	Slay Belle Katarina	7	12/14/2012	975	535	Katarina_7	
Katarina	Warring Kingdoms Katarina	8	2/10/2015	975	536	Katarina_8	
Katarina	PROJECT: Katarina	9	8/1/2016	1350	537	Katarina_9	
Katarina	Death Sworn Katarina	10	10/25/2017	1350	538	Katarina_10	
Katarina	Battle Academia Katarina	11	5/15/2019	1350	539	Katarina_12	
Katarina	Blood Moon Katarina	12	2/20/2020	1350	540	Katarina_21	
Katarina	Battle Queen Katarina	13	12/10/2020	1820	541	Katarina_29	
Kayle	Original Kayle	0	2/21/2009	260	542	Kayle_0	
Kayle	Silver Kayle	1	11/13/2009	special	543	Kayle_1	
Kayle	Viridian Kayle	2	6/1/2010	520	544	Kayle_2	
Kayle	Transcended Kayle	3	7/13/2010	975	545	Kayle_3	
Kayle	Unmasked Kayle	4	7/13/2010	975	546	Kayle_4	
Kayle	Battleborn Kayle	5	4/18/2011	975	547	Kayle_5	
Kayle	Judgment Kayle	6	8/22/2011	special	548	Kayle_6	
Kayle	Aether Wing Kayle	7	1/18/2013	1820	549	Kayle_7	
Kayle	Riot Kayle	8	8/12/2014	975	550	Kayle_8	
Kayle	Iron Inquisitor Kayle	9	5/4/2016	750	551	Kayle_9	
Kayle	Pentakill Kayle	10	8/8/2017	1350	552	Kayle_15	
Kayle	PsyOps Kayle	11	9/17/2020	1350	553	Kayle_24	
Kayle	Dragonslayer Kayle	12	4/15/2021	1350	554	Kayle_24	
Kayle	Pentakill III: Lost Chapter Kayle		9/9/2021	1350		Kayle_33	
Kayn	Original Kayn	0	7/11/2017	975	556	Kayn_0	
Kayn	Soulhunter Kayn	1	7/11/2017	1350	557	Kayn_1	
Kayn	Odyssey Kayn	2	9/12/2018	1820	558	Kayn_2	
Kayn	Nightbringer Kayn		9/23/2021	1350		Kayn_8	
Kayn	Nightbringer Kayn Prestige Edition		9/23/2021	special		Kayn_9	
Kennen	Original Kennen	0	4/8/2010	880	559	Kennen_0	
Kennen	Deadly Kennen	1	4/8/2010	520	560	Kennen_1	
Kennen	Swamp Master Kennen	2	4/8/2010	520	561	Kennen_2	
Kennen	Karate Kennen	3	11/8/2010	520	562	Kennen_3	
Kennen	Kennen M.D.	4	3/29/2011	975	563	Kennen_4	
Kennen	Arctic Ops Kennen	5	12/29/2011	975	564	Kennen_5	
Kennen	Blood Moon Kennen	6	2/25/2016	975	565	Kennen_6	
Kennen	Super Kennen	7	3/29/2017	750	566	Kennen_7	
Kennen	Infernal Kennen	8	7/16/2020	1350	567	Kennen_8	
Kennen	DWG Kennen	9	4/29/2021	1350	568	Kennen_23	
Kha'Zix	Original Kha'Zix	0	9/26/2012	880	569	Khazix_0	
Kha'Zix	Mecha Kha'Zix	1	9/26/2012	1350	570	Khazix_1	
Kha'Zix	Guardian of the Sands Kha'Zix	2	9/9/2014	975	571	Khazix_2	
Kha'Zix	Death Blossom Kha'Zix	3	3/17/2016	975	572	Khazix_3	
Kha'Zix	Dark Star Kha'Zix	4	5/3/2017	1350	573	Khazix_4	
Kha'Zix	Championship Kha'Zix	5	9/27/2018	1350	574	Khazix_11	yes
Kha'Zix	Odyssey Kha'Zix	6	10/15/2020	1350	575	Khazix_60	
Kindred	Original Kindred	0	10/13/2015	975	576	Kindred_0	
Kindred	Shadowfire Kindred	1	10/13/2015	1350	577	Kindred_1	
Kindred	Super Galaxy Kindred	2	5/25/2016	1350	578	Kindred_2	
Kindred	Spirit Blossom Kindred	3	8/6/2020	1350	579	Kindred_3	
Kindred	Porcelain Kindred		1/26/2022	1350		Kindred_12	
Kled	Original Kled	0	8/9/2016	975	580	Kled_0	
Kled	Sir Kled	1	8/9/2016	975	581	Kled_1	
Kled	Count Kledula	2	10/24/2018	1350	582	Kled_2	
Kled	Marauder Kled	3	1/7/2021	1350	583	Kled_9	
Kog'Maw	Original Kog'Maw	0	6/24/2010	880	584	KogMaw_0	
Kog'Maw	Caterpillar Kog'Maw	1	6/24/2010	520	585	KogMaw_1	
Kog'Maw	Sonoran Kog'Maw	2	6/24/2010	520	586	KogMaw_2	
Kog'Maw	Monarch Kog'Maw	3	11/16/2010	520	587	KogMaw_3	
Kog'Maw	Reindeer Kog'Maw	4	12/14/2010	975	588	KogMaw_4	
Kog'Maw	Lion Dance Kog'Maw	5	2/1/2011	1350	589	KogMaw_5	
Kog'Maw	Deep Sea Kog'Maw	6	9/19/2011	975	590	KogMaw_6	
Kog'Maw	Jurassic Kog'Maw	7	3/23/2012	975	591	KogMaw_7	
Kog'Maw	Battlecast Kog'Maw	8	11/25/2014	1350	592	KogMaw_8	
Kog'Maw	Pug'Maw	9	3/29/2017	975	593	KogMaw_9	
Kog'Maw	Hextech Kog'Maw	10	12/7/2017	special	594	KogMaw_10	
Kog'Maw	Arcanist Kog'Maw	11	7/9/2020	1350	595	KogMaw_19	
Kog'Maw	Bee'Maw	12	3/4/2021	1350	596	KogMaw_28	
LeBlanc	Original LeBlanc	0	11/2/2010	790	597	Leblanc_0	
LeBlanc	Prestigious LeBlanc	1	11/2/2010	520	598	Leblanc_1	
LeBlanc	Wicked LeBlanc	2	11/2/2010	750	599	Leblanc_2	
LeBlanc	Mistletoe LeBlanc	3	12/14/2011	975	600	Leblanc_3	
LeBlanc	Ravenborn LeBlanc	4	10/28/2014	975	601	Leblanc_4	
LeBlanc	Elderwood LeBlanc	5	3/10/2016	1350	602	Leblanc_5	
LeBlanc	Program LeBlanc	6	11/15/2018	1350	603	Leblanc_12	
LeBlanc	iG LeBlanc	7	4/23/2019	1350	604	Leblanc_19	yes
LeBlanc	Coven LeBlanc	8	4/16/2020	1350	605	Leblanc_20	
LeBlanc	Championship LeBlanc	9	9/24/2020	1350	606	Leblanc_29	yes
LeBlanc	Coven LeBlanc Prestige Edition	10	8/12/2021	special	607	Leblanc_33	
LeBlanc	Debonair LeBlanc		12/9/2021	1350		Leblanc_35	
Lee Sin	Original Lee Sin	0	4/1/2011	880	608	LeeSin_0	
Lee Sin	Acolyte Lee Sin	1	4/1/2011	750	609	LeeSin_1	
Lee Sin	Traditional Lee Sin	2	4/1/2011	520	610	LeeSin_2	
Lee Sin	Dragon Fist Lee Sin	3	1/10/2012	975	611	LeeSin_3	
Lee Sin	Muay Thai Lee Sin	4	7/24/2012	975	612	LeeSin_4	
Lee Sin	Pool Party Lee Sin	5	9/9/2013	975	613	LeeSin_5	
Lee Sin	SKT T1 Lee Sin	6	5/4/2014	750	614	LeeSin_6	yes
Lee Sin	Knockout Lee Sin	7	5/31/2015	1350	615	LeeSin_10	
Lee Sin	God Fist Lee Sin	8	4/5/2017	1820	616	LeeSin_11	
Lee Sin	Playmaker Lee Sin	9	6/14/2018	975	617	LeeSin_12	
Lee Sin	Nightbringer Lee Sin	10	12/12/2019	1350	618	LeeSin_27	
Lee Sin	Nightbringer Lee Sin Prestige Edition	11	12/12/2019	special	619	LeeSin_28	
Lee Sin	FPX Lee Sin	12	4/30/2020	1350	620	LeeSin_29	yes
Lee Sin	Storm Dragon Lee Sin	13	10/1/2020	1820	621	LeeSin_31	
Leona	Original Leona	0	7/13/2011	880	622	Leona_0	
Leona	Defender Leona	1	7/13/2011	750	623	Leona_1	
Leona	Valkyrie Leona	2	7/13/2011	520	624	Leona_2	
Leona	Iron Solari Leona	3	2/10/2012	975	625	Leona_3	
Leona	Pool Party Leona	4	9/9/2013	975	626	Leona_4	
Leona	PROJECT: Leona	5	9/7/2015	1350	627	Leona_8	
Leona	Barbecue Leona	6	9/7/2016	750	628	Leona_9	
Leona	Lunar Eclipse Leona	7	11/27/2018	1820	629	Leona_10	
Leona	Solar Eclipse Leona	8	11/27/2018	1820	630	Leona_11	
Leona	Mecha Kingdoms Leona	9	1/15/2020	1350	631	Leona_12	
Leona	Battle Academia Leona	10	3/18/2021	1350	632	Leona_21	
Leona	Battle Academia Leona Prestige Edition	11	3/18/2021	special	633	Leona_22	
Leona	DWG Leona	12	4/29/2021	1350	634	Leona_23	
Leona	Debonair Leona		12/9/2021	1350		Leona_33	
Lillia	Original Lillia	0	7/22/2020	975	635	Lillia_0	
Lillia	Spirit Blossom Lillia	1	7/22/2020	1350	636	Lillia_1	
Lillia	Nightbringer Lillia		9/23/2021	1350		Lillia_10	
Lissandra	Original Lissandra	0	4/29/2013	975	637	Lissandra_0	
Lissandra	Bloodstone Lissandra	1	4/29/2013	975	638	Lissandra_1	
Lissandra	Blade Queen Lissandra	2	5/26/2014	1350	639	Lissandra_2	
Lissandra	Program Lissandra	3	4/6/2016	1350	640	Lissandra_3	
Lissandra	Coven Lissandra	4	11/27/2018	1350	641	Lissandra_4	
Lissandra	Dark Cosmic Lissandra	5	11/24/2020	1350	642	Lissandra_12	
Lissandra	Porcelain Lissandra		1/26/2022	1350		Lissandra_23	
Lucian	Original Lucian	0	8/21/2013	975	643	Lucian_0	
Lucian	Hired Gun Lucian	1	8/21/2013	975	644	Lucian_1	
Lucian	Striker Lucian	2	6/18/2014	750	645	Lucian_2	
Lucian	PROJECT: Lucian	3	9/7/2015	1350	646	Lucian_6	
Lucian	Heartseeker Lucian	4	2/2/2017	1350	647	Lucian_7	
Lucian	High Noon Lucian	5	8/30/2018	1820	648	Lucian_8	
Lucian	Demacia Vice Lucian	6	7/18/2019	1350	649	Lucian_9	
Lucian	Pulsefire Lucian Prestige Edition	7	5/14/2020	special	650	Lucian_18	
Lucian	Pulsefire Lucian	8	5/14/2020	1350	651	Lucian_19	
Lucian	Victorious Lucian	9	11/11/2020	special	652	Lucian_25	
Lucian	Arcana Lucian	10	5/13/2021	1350	653	Lucian_31	
Lulu	Original Lulu	0	3/20/2012	880	654	Lulu_0	
Lulu	Bittersweet Lulu	1	3/20/2012	975	655	Lulu_1	
Lulu	Wicked Lulu	2	3/20/2012	975	656	Lulu_2	
Lulu	Dragon Trainer Lulu	3	11/13/2012	1350	657	Lulu_3	
Lulu	Winter Wonder Lulu	4	12/19/2013	1350	658	Lulu_4	
Lulu	Pool Party Lulu	5	6/25/2015	1350	659	Lulu_5	
Lulu	Star Guardian Lulu	6	10/5/2016	1350	660	Lulu_6	
Lulu	Cosmic Enchantress Lulu	7	8/21/2018	1350	661	Lulu_14	
Lulu	Pajama Guardian Lulu	8	11/21/2018	1350	662	Lulu_15	
Lulu	Space Groove Lulu Prestige Edition	9	4/1/2021	special	663	Lulu_26	
Lulu	Space Groove Lulu	10	4/1/2021	1350	664	Lulu_27	
Lux	Original Lux	0	10/19/2010	790	665	Lux_0	
Lux	Sorceress Lux	1	10/19/2010	520	666	Lux_1	
Lux	Spellthief Lux	2	10/19/2010	750	667	Lux_2	
Lux	Commando Lux	3	6/17/2011	520	668	Lux_3	
Lux	Imperial Lux	4	11/29/2011	975	669	Lux_4	
Lux	Steel Legion Lux	5	2/1/2013	975	670	Lux_5	
Lux	Star Guardian Lux	6	5/17/2015	1350	671	Lux_6	
Lux	Elementalist Lux	7	11/28/2016	3250	672	Lux_7	
Lux	Lunar Empress Lux	8	2/8/2018	1350	673	Lux_8	
Lux	Pajama Guardian Lux	9	11/21/2018	1350	674	Lux_14	
Lux	Battle Academia Lux	10	5/15/2019	1350	675	Lux_15	
Lux	Battle Academia Lux Prestige Edition	11	5/15/2019	special	676	Lux_16	
Lux	Cosmic Lux	12	3/26/2020	1820	677	Lux_17	
Lux	Dark Cosmic Lux	13	3/26/2020	1820	678	Lux_18	
Lux	Space Groove Lux	14	4/1/2021	1350	679	Lux_19	
Lux	Porcelain Lux		1/26/2022	1350		Lux_29	
Lux	Porcelain Lux Prestige Edition		1/26/2022	special		Lux_40	
Malphite	Original Malphite	0	9/1/2009	585	680	Malphite_0	
Malphite	Shamrock Malphite	1	3/16/2010	520	681	Malphite_1	
Malphite	Coral Reef Malphite	2	11/8/2010	750	682	Malphite_2	
Malphite	Marble Malphite	3	3/21/2011	520	683	Malphite_3	
Malphite	Obsidian Malphite	4	8/15/2011	975	684	Malphite_4	
Malphite	Glacial Malphite	5	7/11/2012	1350	685	Malphite_5	
Malphite	Mecha Malphite	6	7/23/2014	1350	686	Malphite_6	
Malphite	Ironside Malphite	7	10/7/2015	975	687	Malphite_7	
Malphite	Odyssey Malphite	8	9/12/2018	1350	688	Malphite_16	
Malphite	Dark Star Malphite	9	3/26/2020	1350	689	Malphite_23	
Malphite	Dark Star Malphite Prestige Edition	10	3/26/2020	special	690	Malphite_24	
Malphite	FPX Malphite	11	4/30/2020	1350	691	Malphite_25	yes
Malphite	Old God Malphite	12	8/12/2021	1350	692	Malphite_27	
Malzahar	Original Malzahar	0	6/1/2010	880	693	Malzahar_0	
Malzahar	Shadow Prince Malzahar	1	6/1/2010	520	694	Malzahar_1	
Malzahar	Vizier Malzahar	2	6/1/2010	520	695	Malzahar_2	
Malzahar	Djinn Malzahar	3	2/1/2011	520	696	Malzahar_3	
Malzahar	Overlord Malzahar	4	9/19/2011	975	697	Malzahar_4	
Malzahar	Snow Day Malzahar	5	12/15/2014	975	698	Malzahar_5	
Malzahar	Battle Boss Malzahar	6	8/8/2017	1350	699	Malzahar_6	
Malzahar	Hextech Malzahar	7	10/18/2018	special	700	Malzahar_7	
Malzahar	Worldbreaker Malzahar	8	4/9/2020	1350	701	Malzahar_9	
Malzahar	Beezahar	9	3/4/2021	1350	702	Malzahar_18	
Malzahar	Debonair Malzahar		12/9/2021	1350		Malzahar_28	
Maokai	Original Maokai	0	2/16/2011	880	703	Maokai_0	
Maokai	Charred Maokai	1	2/16/2011	975	704	Maokai_1	
Maokai	Totemic Maokai	2	2/16/2011	520	705	Maokai_2	
Maokai	Festive Maokai	3	12/14/2011	975	706	Maokai_3	
Maokai	Haunted Maokai	4	10/26/2012	975	707	Maokai_4	
Maokai	Goalkeeper Maokai	5	6/18/2014	750	708	Maokai_5	
Maokai	Meowkai	6	3/31/2016	1350	709	Maokai_6	
Maokai	Victorious Maokai	7	11/8/2016	special	710	Maokai_7	
Maokai	Worldbreaker Maokai	8	4/9/2020	1350	711	Maokai_16	
Maokai	Astronaut Maokai	9	7/1/2021	1350	712	Maokai_24	
Master Yi	Original Master Yi	0	2/21/2009	260	713	MasterYi_0	
Master Yi	Assassin Master Yi	1	12/17/2009	390	714	MasterYi_1	
Master Yi	Chosen Master Yi	2	6/3/2010	520	715	MasterYi_2	
Master Yi	Ionia Master Yi	3	9/12/2010	975	716	MasterYi_3	
Master Yi	Samurai Yi	4	3/7/2011	520	717	MasterYi_4	
Master Yi	Headhunter Master Yi	5	2/8/2012	975	718	MasterYi_5	
Master Yi	PROJECT: Yi	6	9/7/2015	1820	719	MasterYi_9	
Master Yi	Cosmic Blade Master Yi	7	4/26/2017	1350	720	MasterYi_10	
Master Yi	Eternal Sword Yi	8	9/27/2017	1350	721	MasterYi_11	
Master Yi	Snow Man Yi	9	12/6/2018	1350	722	MasterYi_17	
Master Yi	Blood Moon Master Yi	10	2/20/2020	1350	723	MasterYi_24	
Master Yi	PsyOps Master Yi	11	9/3/2020	1350	724	MasterYi_33	
Master Yi	Debonair Master Yi		12/9/2021	1350		MasterYi_42	
Miss Fortune	Original Miss Fortune	0	9/8/2010	790	725	MissFortune_0	
Miss Fortune	Cowgirl Miss Fortune	1	9/8/2010	750	726	MissFortune_1	
Miss Fortune	Waterloo Miss Fortune	2	9/8/2010	520	727	MissFortune_2	
Miss Fortune	Secret Agent Miss Fortune	3	11/16/2010	975	728	MissFortune_3	
