12.3	1.Name	2.Nr	3.Release date	4.Price	5.ID	6.File Name	7.Limited
Gnar	SSG Gnar	6	20-Jul-2018	1350	358	Gnar_14	yes
Gnar	Astronaut Gnar	7	28-May-2020	1350	359	Gnar_15	
Gnar	Elderwood Gnar		06-Jan-2022	1350		Gnar_22	
Gragas	Original Gragas	0	02-Feb-2010	790	360	Gragas_0	
Gragas	Scuba Gragas	1	03-May-2010	975	361	Gragas_1	
Gragas	Hillbilly Gragas	2	01-Aug-2010	520	362	Gragas_2	
Gragas	Santa Gragas	3	14-Dec-2010	975	363	Gragas_3	
Gragas	Gragas, Esq.	4	12-Apr-2011	975	364	Gragas_4	
Gragas	Vandal Gragas	5	02-Mar-2012	975	365	Gragas_5	
Gragas	Oktoberfest Gragas	6	21-Sep-2012	975	366	Gragas_6	
Gragas	Superfan Gragas	7	18-Jun-2014	750	367	Gragas_7	
Gragas	Fnatic Gragas	8	24-Sep-2014	750	368	Gragas_8	yes
Gragas	Gragas Caskbreaker	9	07-Dec-2015	750	369	Gragas_9	
Gragas	Arctic Ops Gragas	10	25-Jan-2018	1350	370	Gragas_10	
Gragas	Warden Gragas	11	07-Jan-2021	1350	371	Gragas_11	
Graves	Original Graves	0	19-Oct-2011	880	372	Graves_0	
Graves	Hired Gun Graves	1	19-Oct-2011	520	373	Graves_1	
Graves	Jailbreak Graves	2	19-Oct-2011	975	374	Graves_2	
Graves	Crime City Graves	3	02-Apr-2012	975	375	Graves_3	
Graves	Riot Graves	4	16-Aug-2012	975	376	Graves_4	
Graves	Pool Party Graves	5	09-Sep-2013	1350	377	Graves_5	
Graves	Cutthroat Graves	6	21-Jul-2015	750	378	Graves_6	
Graves	Snow Day Graves	7	14-Dec-2016	1350	379	Graves_7	
Graves	Victorious Graves	8	08-Nov-2017	special	380	Graves_14	
Graves	Praetorian Graves	9	08-Nov-2018	1350	381	Graves_18	
Graves	Battle Professor Graves	10	15-May-2019	1350	382	Graves_25	
Graves	Sentinel Graves	11	22-Jul-2021	1820	383	Graves_35	
Gwen	Original Gwen	0	15-Apr-2021	975	384	Gwen_0	
Gwen	Space Groove Gwen	1	15-Apr-2021	1350	385	Gwen_1	
Gwen	Cafe Cuties Gwen		02-Dec-2021	1350		Gwen_11	
Hecarim	Original Hecarim	0	17-Apr-2012	880	386	Hecarim_0	
Hecarim	Blood Knight Hecarim	1	17-Apr-2012	975	387	Hecarim_1	
Hecarim	Reaper Hecarim	2	17-Apr-2012	975	388	Hecarim_2	
Hecarim	Headless Hecarim	3	26-Oct-2012	975	389	Hecarim_3	
Hecarim	Arcade Hecarim	4	21-Aug-2013	1350	390	Hecarim_4	
Hecarim	Elderwood Hecarim	5	25-Nov-2015	1350	391	Hecarim_5	
Hecarim	Worldbreaker Hecarim	6	10-Nov-2016	750	392	Hecarim_6	
Hecarim	Lancer Zero Hecarim	7	16-Aug-2017	special	393	Hecarim_7	
Hecarim	High Noon Hecarim	8	10-Oct-2019	1350	394	Hecarim_8	
Hecarim	Cosmic Charger Hecarim	9	24-Nov-2020	1350	395	Hecarim_14	
Heimerdinger	Original Heimerdinger	0	09-Oct-2009	790	396	Heimerdinger_0	
Heimerdinger	Blast Zone Heimerdinger	1	24-Jun-2010	520	397	Heimerdinger_1	
Heimerdinger	Alien Invader Heimerdinger	2	13-Jul-2010	1820	398	Heimerdinger_2	
Heimerdinger	Piltover Customs Heimerdinger	3	22-Nov-2010	975	399	Heimerdinger_3	
Heimerdinger	Snowmerdinger	4	14-Dec-2011	975	400	Heimerdinger_4	
Heimerdinger	Hazmat Heimerdinger	5	13-Jul-2014	975	401	Heimerdinger_5	
Heimerdinger	Dragon Trainer Heimerdinger	6	11-Oct-2018	1820	402	Heimerdinger_6	
Heimerdinger	Pool Party Heimerdinger	7	02-Jul-2020	1350	403	Heimerdinger_15	
Illaoi	Original Illaoi	0	24-Nov-2015	975	404	Illaoi_0	
Illaoi	Void Bringer Illaoi	1	24-Nov-2015	1350	405	Illaoi_1	
Illaoi	Resistance Illaoi	2	15-Mar-2018	1350	406	Illaoi_2	
Illaoi	Cosmic Invoker Illaoi	3	24-Nov-2020	1350	407	Illaoi_10	
Irelia	Original Irelia	0	16-Nov-2010	880	408	Irelia_0	
Irelia	Aviator Irelia	1	16-Nov-2010	520	409	Irelia_1	
Irelia	Nightblade Irelia	2	16-Nov-2010	520	410	Irelia_2	
Irelia	Infiltrator Irelia	3	11-Oct-2011	975	411	Irelia_3	
Irelia	Frostblade Irelia	4	30-Apr-2012	975	412	Irelia_4	
Irelia	Order of the Lotus Irelia	5	03-Jun-2015	750	413	Irelia_5	
Irelia	Divine Sword Irelia	6	04-Sep-2018	1350	414	Irelia_6	
Irelia	iG Irelia	7	23-Apr-2019	1350	415	Irelia_15	yes
Irelia	PROJECT: Irelia	8	01-Aug-2019	1350	416	Irelia_16	
Irelia	PROJECT: Irelia Prestige Edition	9	01-Aug-2019	special	417	Irelia_17	
Irelia	High Noon Irelia	10	18-Jun-2020	1350	418	Irelia_18	
Irelia	Sentinel Irelia	11	08-Jul-2021	1350	419	Irelia_26	
Ivern	Original Ivern	0	04-Oct-2016	975	420	Ivern_0	
Ivern	Candy King Ivern	1	04-Oct-2016	1350	421	Ivern_1	
Ivern	Dunkmaster Ivern	2	04-Apr-2019	1350	422	Ivern_2	
Ivern	Old God Ivern	3	10-Dec-2020	1350	423	Ivern_11	
Janna	Original Janna	0	01-Sep-2009	585	424	Janna_0	
Janna	Tempest Janna	1	13-Jul-2010	520	425	Janna_1	
Janna	Hextech Janna	2	08-Nov-2010	975	426	Janna_2	
Janna	Frost Queen Janna	3	05-Dec-2011	975	427	Janna_3	
Janna	Victorious Janna	4	06-Nov-2012	special	428	Janna_4	
Janna	Forecast Janna	5	04-Sep-2013	1820	429	Janna_5	
Janna	Fnatic Janna	6	24-Sep-2014	750	430	Janna_6	yes
Janna	Star Guardian Janna	7	05-Oct-2016	1350	431	Janna_7	
Janna	Sacred Sword Janna	8	27-Sep-2017	1350	432	Janna_8	
Janna	Bewitching Janna	9	24-Oct-2018	1350	433	Janna_13	
Janna	Guardian of the Sands Janna	10	22-Jan-2020	1350	434	Janna_20	
Janna	Battle Queen Janna	11	10-Dec-2020	1350	435	Janna_27	
Jarvan IV	Original Jarvan IV	0	01-Mar-2011	880	436	JarvanIV_0	
Jarvan IV	Commando Jarvan IV	1	01-Mar-2011	520	437	JarvanIV_1	
Jarvan IV	Dragonslayer Jarvan IV	3	01-Mar-2011	750	438	JarvanIV_2	
Jarvan IV	Darkforge Jarvan IV	4	26-Jul-2011	975	439	JarvanIV_3	
Jarvan IV	Victorious Jarvan IV	5	14-Sep-2011	special	440	JarvanIV_4	
Jarvan IV	Warring Kingdoms Jarvan IV	6	08-Feb-2013	1350	441	JarvanIV_5	
Jarvan IV	Fnatic Jarvan IV	7	24-Sep-2014	750	442	JarvanIV_6	yes
Jarvan IV	Dark Star Jarvan IV	8	01-Mar-2018	1350	443	JarvanIV_7	
Jarvan IV	SSG Jarvan IV	9	20-Jul-2018	1350	444	JarvanIV_8	yes
Jarvan IV	Hextech Jarvan IV	10	04-Apr-2019	special	445	JarvanIV_9	
Jarvan IV	Pool Party Jarvan IV	11	02-Jul-2020	1350	446	JarvanIV_11	
Jarvan IV	Lunar Beast Jarvan IV	12	04-Feb-2021	1350	447	JarvanIV_21	
Jarvan IV	Worlds 2021 Jarvan IV		23-Sep-2021	1350		JarvanIV_30	
Jax	Original Jax	0	21-Feb-2009	585	448	Jax_0	
Jax	The Mighty Jax	1	12-Feb-2010	520	449	Jax_1	
Jax	Vandal Jax	2	24-Feb-2010	520	450	Jax_2	
Jax	PAX Jax	3	26-Mar-2010	special	451	Jax_3	
Jax	Angler Jax	4	08-Jun-2010	975	452	Jax_4	
Jax	Jaximus	5	10-May-2011	975	453	Jax_5	
Jax	Temple Jax	6	15-Nov-2011	750	454	Jax_6	
Jax	Nemesis Jax	7	14-Sep-2012	975	455	Jax_7	
Jax	SKT T1 Jax	8	04-May-2014	750	456	Jax_8	yes
Jax	Warden Jax	9	30-Sep-2015	750	457	Jax_12	
Jax	God Staff Jax	10	11-Jan-2018	1350	458	Jax_13	
Jax	Mecha Kingdoms Jax	11	15-Jan-2020	1820	459	Jax_14	
Jax	Conqueror Jax	12	29-Apr-2021	1350	460	Jax_20	yes
Jax	Conqueror Jax Prestige Edition	13	29-Apr-2021	special	461	Jax_21	
Jayce	Original Jayce	0	06-Jul-2012	880	462	Jayce_0	
Jayce	Full Metal Jayce	1	06-Jul-2012	1350	463	Jayce_1	
Jayce	Debonair Jayce	2	14-Feb-2013	975	464	Jayce_2	
Jayce	Forsaken Jayce	3	03-May-2015	1350	465	Jayce_3	
Jayce	Jayce Brighthammer	4	17-Nov-2016	750	466	Jayce_4	
Jayce	Battle Academia Jayce	5	15-May-2019	1350	467	Jayce_5	
Jayce	Resistance Jayce	6	12-Nov-2020	1350	468	Jayce_15	
Jayce	Arcane Jayce		08-Nov-2021	975		Jayce_24	
Jhin	Original Jhin	0	01-Feb-2016	975	469	Jhin_0	
Jhin	High Noon Jhin	1	01-Feb-2016	1350	470	Jhin_1	
Jhin	Blood Moon Jhin	2	09-Feb-2017	1350	471	Jhin_2	
Jhin	SKT T1 Jhin	3	27-Jun-2017	1350	472	Jhin_3	yes
Jhin	PROJECT: Jhin	4	22-Nov-2017	1350	473	Jhin_4	
Jhin	Dark Cosmic Jhin	5	13-Jun-2019	1820	474	Jhin_5	
Jhin	Shan Hai Scrolls Jhin	6	28-Jan-2021	1350	475	Jhin_14	
Jhin	DWG Jhin	7	29-Apr-2021	1350	476	Jhin_23	
Jinx	Original Jinx	0	09-Oct-2013	975	477	Jinx_0	
Jinx	Crime City Jinx	1	09-Oct-2013	975	478	Jinx_1	
Jinx	Firecracker Jinx	2	10-Feb-2015	1350	479	Jinx_2	
Jinx	Zombie Slayer Jinx	3	05-Nov-2015	1350	480	Jinx_3	
Jinx	Star Guardian Jinx	4	05-Oct-2016	1820	481	Jinx_4	
Jinx	Ambitious Elf Jinx	5	12-Dec-2017	1350	482	Jinx_12	
Jinx	Odyssey Jinx	6	12-Sep-2018	1350	483	Jinx_13	
Jinx	PROJECT: Jinx	7	01-Aug-2019	1350	484	Jinx_20	
Jinx	Heartseeker Jinx	8	04-Feb-2020	1350	485	Jinx_29	
Jinx	Arcane Jinx		24-Nov-2021	975		Jinx_37	
Kai'Sa	Original Kai'Sa	0	07-Mar-2018	975	486	Kaisa_0	
Kai'Sa	Bullet Angel Kai'Sa	1	07-Mar-2018	1350	487	Kaisa_1	
Kai'Sa	K/DA Kai'Sa	2	03-Nov-2018	1350	488	Kaisa_14	
Kai'Sa	K/DA Kai'Sa Prestige Edition	3	03-Nov-2018	special	489	Kaisa_15	
Kai'Sa	iG Kai'Sa	4	23-Apr-2019	1350	490	Kaisa_16	yes
Kai'Sa	Arcade Kai'Sa	5	28-Jun-2019	1350	491	Kaisa_17	
Kai'Sa	K/DA ALL OUT Kai'Sa	6	29-Oct-2020	1350	492	Kaisa_26	
Kai'Sa	K/DA ALL OUT Kai'Sa Prestige Edition	7	29-Oct-2020	special	493	Kaisa_27	
Kai'Sa	Lagoon Dragon Kai'Sa		21-Oct-2021	1350		Kaisa_29	
Kai'Sa	Lagoon Dragon Kai'Sa		21-Oct-2021	1350		Kaisa_29	
Kalista	Original Kalista	0	20-Nov-2014	975	494	Kalista_0	
Kalista	Blood Moon Kalista	1	20-Nov-2014	975	495	Kalista_1	
Kalista	Championship Kalista	2	27-Sep-2015	975	496	Kalista_2	yes
Kalista	SKT T1 Kalista	3	17-Aug-2016	975	497	Kalista_3	yes
Kalista	Marauder Kalista	4	07-Jan-2021	1350	498	Kalista_5	
Karma	Original Karma	0	01-Feb-2011	790	499	Karma_0	
Karma	Sakura Karma	1	01-Feb-2011	520	500	Karma_1	
Karma	Sun Goddess Karma	2	01-Feb-2011	750	501	Karma_2	
Karma	Traditional Karma	3	29-Mar-2013	975	502	Karma_3	
Karma	Order of the Lotus Karma	5	01-Oct-2014	975	504	Karma_4	
Karma	Warden Karma	6	30-Sep-2015	750	505	Karma_5	
Karma	Winter Wonder Karma	7	14-Dec-2016	1350	506	Karma_6	
Karma	Conqueror Karma	8	23-Apr-2017	975	507	Karma_7	yes
Karma	Dark Star Karma	9	13-Jun-2019	1350	508	Karma_8	
Karma	Dawnbringer Karma	10	12-Dec-2019	special	509	Karma_19	
Karma	Odyssey Karma	11	15-Oct-2020	1350	510	Karma_26	
Karma	Ruined Karma	12	21-Jan-2021	1350	511	Karma_27	
Karma	Tranquility Dragon Karma		21-Oct-2021	1350		Karma_44	
Karma	Tranquility Dragon Karma		21-Oct-2021	1350		Karma_44	
Karthus	Original Karthus	0	11-Jun-2009	790	512	Karthus_0	
Karthus	Phantom Karthus	1	13-Jan-2010	460	513	Karthus_1	
Karthus	Statue of Karthus	2	03-Jul-2010	520	514	Karthus_2	
Karthus	Grim Reaper Karthus	3	26-Sep-2010	975	515	Karthus_3	
Karthus	Pentakill Karthus	4	29-Aug-2011	750	516	Karthus_4	
Karthus	Fnatic Karthus	4	24-Sep-2014	750	503	Karthus_5	yes
Karthus	Karthus Lightsbane	5	17-Nov-2016	975	517	Karthus_9	
Karthus	Infernal Karthus	6	16-Jul-2020	1350	518	Karthus_10	
Karthus	Pentakill III: Lost Chapter Karthus		09-Sep-2021	1350		Karthus_17	
Kassadin	Original Kassadin	0	06-Aug-2009	790	520	Kassadin_0	
Kassadin	Festival Kassadin	1	12-Feb-2010	520	521	Kassadin_1	
Kassadin	Deep One Kassadin	2	01-Aug-2010	520	522	Kassadin_2	
Kassadin	Pre-Void Kassadin	3	26-Sep-2010	520	523	Kassadin_3	
Kassadin	Harbinger Kassadin	4	13-Jul-2011	975	524	Kassadin_4	
Kassadin	Cosmic Reaver Kassadin	5	14-Oct-2015	1350	525	Kassadin_5	
Kassadin	Count Kassadin	6	24-Oct-2019	1350	526	Kassadin_6	
Kassadin	Hextech Kassadin	7	15-Oct-2020	special	527	Kassadin_14	
Katarina	Original Katarina	0	18-Sep-2009	790	528	Katarina_0	
Katarina	Mercenary Katarina	1	20-Nov-2009	520	529	Katarina_1	
Katarina	Red Card Katarina	2	24-Jun-2010	975	530	Katarina_2	
Katarina	Bilgewater Katarina	3	29-Aug-2010	975	531	Katarina_3	
Katarina	Kitty Cat Katarina	4	19-Oct-2010	975	532	Katarina_4	
Katarina	High Command Katarina	5	22-Feb-2011	750	533	Katarina_5	
Katarina	Sandstorm Katarina	6	02-Jan-2012	975	534	Katarina_6	
Katarina	Slay Belle Katarina	7	14-Dec-2012	975	535	Katarina_7	
Katarina	Warring Kingdoms Katarina	8	10-Feb-2015	975	536	Katarina_8	
Katarina	PROJECT: Katarina	9	01-Aug-2016	1350	537	Katarina_9	
Katarina	Death Sworn Katarina	10	25-Oct-2017	1350	538	Katarina_10	
Katarina	Battle Academia Katarina	11	15-May-2019	1350	539	Katarina_12	
Katarina	Blood Moon Katarina	12	20-Feb-2020	1350	540	Katarina_21	
Katarina	Battle Queen Katarina	13	10-Dec-2020	1820	541	Katarina_29	
Kayle	Original Kayle	0	21-Feb-2009	260	542	Kayle_0	
Kayle	Silver Kayle	1	13-Nov-2009	special	543	Kayle_1	
Kayle	Viridian Kayle	2	01-Jun-2010	520	544	Kayle_2	
Kayle	Transcended Kayle	3	13-Jul-2010	975	545	Kayle_3	
Kayle	Unmasked Kayle	4	13-Jul-2010	975	546	Kayle_4	
Kayle	Battleborn Kayle	5	18-Apr-2011	975	547	Kayle_5	
Kayle	Judgment Kayle	6	22-Aug-2011	special	548	Kayle_6	
Kayle	Aether Wing Kayle	7	18-Jan-2013	1820	549	Kayle_7	
Kayle	Riot Kayle	8	12-Aug-2014	975	550	Kayle_8	
Kayle	Iron Inquisitor Kayle	9	04-May-2016	750	551	Kayle_9	
Kayle	Pentakill Kayle	10	08-Aug-2017	1350	552	Kayle_15	
Kayle	PsyOps Kayle	11	17-Sep-2020	1350	553	Kayle_24	
Kayle	Dragonslayer Kayle	12	15-Apr-2021	1350	554	Kayle_24	
Kayle	Pentakill III: Lost Chapter Kayle		09-Sep-2021	1350		Kayle_33	
Kayn	Original Kayn	0	11-Jul-2017	975	556	Kayn_0	
Kayn	Soulhunter Kayn	1	11-Jul-2017	1350	557	Kayn_1	
Kayn	Odyssey Kayn	2	12-Sep-2018	1820	558	Kayn_2	
Kayn	Nightbringer Kayn		23-Sep-2021	1350		Kayn_8	
Kayn	Nightbringer Kayn Prestige Edition		23-Sep-2021	special		Kayn_9	
Kennen	Original Kennen	0	08-Apr-2010	880	559	Kennen_0	
Kennen	Deadly Kennen	1	08-Apr-2010	520	560	Kennen_1	
Kennen	Swamp Master Kennen	2	08-Apr-2010	520	561	Kennen_2	
Kennen	Karate Kennen	3	08-Nov-2010	520	562	Kennen_3	
Kennen	Kennen M.D.	4	29-Mar-2011	975	563	Kennen_4	
Kennen	Arctic Ops Kennen	5	29-Dec-2011	975	564	Kennen_5	
Kennen	Blood Moon Kennen	6	25-Feb-2016	975	565	Kennen_6	
Kennen	Super Kennen	7	29-Mar-2017	750	566	Kennen_7	
Kennen	Infernal Kennen	8	16-Jul-2020	1350	567	Kennen_8	
Kennen	DWG Kennen	9	29-Apr-2021	1350	568	Kennen_23	
Kha'Zix	Original Kha'Zix	0	26-Sep-2012	880	569	Khazix_0	
Kha'Zix	Mecha Kha'Zix	1	26-Sep-2012	1350	570	Khazix_1	
Kha'Zix	Guardian of the Sands Kha'Zix	2	09-Sep-2014	975	571	Khazix_2	
Kha'Zix	Death Blossom Kha'Zix	3	17-Mar-2016	975	572	Khazix_3	
Kha'Zix	Dark Star Kha'Zix	4	03-May-2017	1350	573	Khazix_4	
Kha'Zix	Championship Kha'Zix	5	27-Sep-2018	1350	574	Khazix_11	yes
Kha'Zix	Odyssey Kha'Zix	6	15-Oct-2020	1350	575	Khazix_60	
Kindred	Original Kindred	0	13-Oct-2015	975	576	Kindred_0	
Kindred	Shadowfire Kindred	1	13-Oct-2015	1350	577	Kindred_1	
Kindred	Super Galaxy Kindred	2	25-May-2016	1350	578	Kindred_2	
Kindred	Spirit Blossom Kindred	3	06-Aug-2020	1350	579	Kindred_3	
Kindred	Porcelain Kindred		26-Jan-2022	1350		Kindred_12	
Kled	Original Kled	0	09-Aug-2016	975	580	Kled_0	
Kled	Sir Kled	1	09-Aug-2016	975	581	Kled_1	
Kled	Count Kledula	2	24-Oct-2018	1350	582	Kled_2	
Kled	Marauder Kled	3	07-Jan-2021	1350	583	Kled_9	
Kog'Maw	Original Kog'Maw	0	24-Jun-2010	880	584	KogMaw_0	
Kog'Maw	Caterpillar Kog'Maw	1	24-Jun-2010	520	585	KogMaw_1	
Kog'Maw	Sonoran Kog'Maw	2	24-Jun-2010	520	586	KogMaw_2	
Kog'Maw	Monarch Kog'Maw	3	16-Nov-2010	520	587	KogMaw_3	
Kog'Maw	Reindeer Kog'Maw	4	14-Dec-2010	975	588	KogMaw_4	
Kog'Maw	Lion Dance Kog'Maw	5	01-Feb-2011	1350	589	KogMaw_5	
Kog'Maw	Deep Sea Kog'Maw	6	19-Sep-2011	975	590	KogMaw_6	
Kog'Maw	Jurassic Kog'Maw	7	23-Mar-2012	975	591	KogMaw_7	
Kog'Maw	Battlecast Kog'Maw	8	25-Nov-2014	1350	592	KogMaw_8	
Kog'Maw	Pug'Maw	9	29-Mar-2017	975	593	KogMaw_9	
Kog'Maw	Hextech Kog'Maw	10	07-Dec-2017	special	594	KogMaw_10	
Kog'Maw	Arcanist Kog'Maw	11	09-Jul-2020	1350	595	KogMaw_19	
Kog'Maw	Bee'Maw	12	04-Mar-2021	1350	596	KogMaw_28	
LeBlanc	Original LeBlanc	0	02-Nov-2010	790	597	Leblanc_0	
LeBlanc	Prestigious LeBlanc	1	02-Nov-2010	520	598	Leblanc_1	
LeBlanc	Wicked LeBlanc	2	02-Nov-2010	750	599	Leblanc_2	
LeBlanc	Mistletoe LeBlanc	3	14-Dec-2011	975	600	Leblanc_3	
LeBlanc	Ravenborn LeBlanc	4	28-Oct-2014	975	601	Leblanc_4	
LeBlanc	Elderwood LeBlanc	5	10-Mar-2016	1350	602	Leblanc_5	
LeBlanc	Program LeBlanc	6	15-Nov-2018	1350	603	Leblanc_12	
LeBlanc	iG LeBlanc	7	23-Apr-2019	1350	604	Leblanc_19	yes
LeBlanc	Coven LeBlanc	8	16-Apr-2020	1350	605	Leblanc_20	
LeBlanc	Championship LeBlanc	9	24-Sep-2020	1350	606	Leblanc_29	yes
LeBlanc	Coven LeBlanc Prestige Edition	10	12-Aug-2021	special	607	Leblanc_33	
LeBlanc	Debonair LeBlanc		09-Dec-2021	1350		Leblanc_35	
Lee Sin	Original Lee Sin	0	01-Apr-2011	880	608	LeeSin_0	
Lee Sin	Acolyte Lee Sin	1	01-Apr-2011	750	609	LeeSin_1	
Lee Sin	Traditional Lee Sin	2	01-Apr-2011	520	610	LeeSin_2	
Lee Sin	Dragon Fist Lee Sin	3	10-Jan-2012	975	611	LeeSin_3	
Lee Sin	Muay Thai Lee Sin	4	24-Jul-2012	975	612	LeeSin_4	
Lee Sin	Pool Party Lee Sin	5	09-Sep-2013	975	613	LeeSin_5	
Lee Sin	SKT T1 Lee Sin	6	04-May-2014	750	614	LeeSin_6	yes
Lee Sin	Knockout Lee Sin	7	31-May-2015	1350	615	LeeSin_10	
Lee Sin	God Fist Lee Sin	8	05-Apr-2017	1820	616	LeeSin_11	
Lee Sin	Playmaker Lee Sin	9	14-Jun-2018	975	617	LeeSin_12	
Lee Sin	Nightbringer Lee Sin	10	12-Dec-2019	1350	618	LeeSin_27	
Lee Sin	Nightbringer Lee Sin Prestige Edition	11	12-Dec-2019	special	619	LeeSin_28	
Lee Sin	FPX Lee Sin	12	30-Apr-2020	1350	620	LeeSin_29	yes
Lee Sin	Storm Dragon Lee Sin	13	01-Oct-2020	1820	621	LeeSin_31	
Leona	Original Leona	0	13-Jul-2011	880	622	Leona_0	
Leona	Defender Leona	1	13-Jul-2011	750	623	Leona_1	
Leona	Valkyrie Leona	2	13-Jul-2011	520	624	Leona_2	
Leona	Iron Solari Leona	3	10-Feb-2012	975	625	Leona_3	
Leona	Pool Party Leona	4	09-Sep-2013	975	626	Leona_4	
Leona	PROJECT: Leona	5	07-Sep-2015	1350	627	Leona_8	
Leona	Barbecue Leona	6	07-Sep-2016	750	628	Leona_9	
Leona	Lunar Eclipse Leona	7	27-Nov-2018	1820	629	Leona_10	
Leona	Solar Eclipse Leona	8	27-Nov-2018	1820	630	Leona_11	
Leona	Mecha Kingdoms Leona	9	15-Jan-2020	1350	631	Leona_12	
Leona	Battle Academia Leona	10	18-Mar-2021	1350	632	Leona_21	
Leona	Battle Academia Leona Prestige Edition	11	18-Mar-2021	special	633	Leona_22	
Leona	DWG Leona	12	29-Apr-2021	1350	634	Leona_23	
Leona	Debonair Leona		09-Dec-2021	1350		Leona_33	
Lillia	Original Lillia	0	22-Jul-2020	975	635	Lillia_0	
Lillia	Spirit Blossom Lillia	1	22-Jul-2020	1350	636	Lillia_1	
Lillia	Nightbringer Lillia		23-Sep-2021	1350		Lillia_10	
Lissandra	Original Lissandra	0	29-Apr-2013	975	637	Lissandra_0	
Lissandra	Bloodstone Lissandra	1	29-Apr-2013	975	638	Lissandra_1	
Lissandra	Blade Queen Lissandra	2	26-May-2014	1350	639	Lissandra_2	
Lissandra	Program Lissandra	3	06-Apr-2016	1350	640	Lissandra_3	
Lissandra	Coven Lissandra	4	27-Nov-2018	1350	641	Lissandra_4	
Lissandra	Dark Cosmic Lissandra	5	24-Nov-2020	1350	642	Lissandra_12	
Lissandra	Porcelain Lissandra		26-Jan-2022	1350		Lissandra_23	
Lucian	Original Lucian	0	21-Aug-2013	975	643	Lucian_0	
Lucian	Hired Gun Lucian	1	21-Aug-2013	975	644	Lucian_1	
Lucian	Striker Lucian	2	18-Jun-2014	750	645	Lucian_2	
Lucian	PROJECT: Lucian	3	07-Sep-2015	1350	646	Lucian_6	
Lucian	Heartseeker Lucian	4	02-Feb-2017	1350	647	Lucian_7	
Lucian	High Noon Lucian	5	30-Aug-2018	1820	648	Lucian_8	
Lucian	Demacia Vice Lucian	6	18-Jul-2019	1350	649	Lucian_9	
Lucian	Pulsefire Lucian Prestige Edition	7	14-May-2020	special	650	Lucian_18	
Lucian	Pulsefire Lucian	8	14-May-2020	1350	651	Lucian_19	
Lucian	Victorious Lucian	9	11-Nov-2020	special	652	Lucian_25	
Lucian	Arcana Lucian	10	13-May-2021	1350	653	Lucian_31	
Lulu	Original Lulu	0	20-Mar-2012	880	654	Lulu_0	
Lulu	Bittersweet Lulu	1	20-Mar-2012	975	655	Lulu_1	
Lulu	Wicked Lulu	2	20-Mar-2012	975	656	Lulu_2	
Lulu	Dragon Trainer Lulu	3	13-Nov-2012	1350	657	Lulu_3	
Lulu	Winter Wonder Lulu	4	19-Dec-2013	1350	658	Lulu_4	
Lulu	Pool Party Lulu	5	25-Jun-2015	1350	659	Lulu_5	
Lulu	Star Guardian Lulu	6	05-Oct-2016	1350	660	Lulu_6	
Lulu	Cosmic Enchantress Lulu	7	21-Aug-2018	1350	661	Lulu_14	
Lulu	Pajama Guardian Lulu	8	21-Nov-2018	1350	662	Lulu_15	
Lulu	Space Groove Lulu Prestige Edition	9	01-Apr-2021	special	663	Lulu_26	
Lulu	Space Groove Lulu	10	01-Apr-2021	1350	664	Lulu_27	
Lux	Original Lux	0	19-Oct-2010	790	665	Lux_0	
Lux	Sorceress Lux	1	19-Oct-2010	520	666	Lux_1	
Lux	Spellthief Lux	2	19-Oct-2010	750	667	Lux_2	
Lux	Commando Lux	3	17-Jun-2011	520	668	Lux_3	
Lux	Imperial Lux	4	29-Nov-2011	975	669	Lux_4	
Lux	Steel Legion Lux	5	01-Feb-2013	975	670	Lux_5	
Lux	Star Guardian Lux	6	17-May-2015	1350	671	Lux_6	
Lux	Elementalist Lux	7	28-Nov-2016	3250	672	Lux_7	
Lux	Lunar Empress Lux	8	08-Feb-2018	1350	673	Lux_8	
Lux	Pajama Guardian Lux	9	21-Nov-2018	1350	674	Lux_14	
Lux	Battle Academia Lux	10	15-May-2019	1350	675	Lux_15	
Lux	Battle Academia Lux Prestige Edition	11	15-May-2019	special	676	Lux_16	
Lux	Cosmic Lux	12	26-Mar-2020	1820	677	Lux_17	
Lux	Dark Cosmic Lux	13	26-Mar-2020	1820	678	Lux_18	
Lux	Space Groove Lux	14	01-Apr-2021	1350	679	Lux_19	
Lux	Porcelain Lux		26-Jan-2022	1350		Lux_29	
Lux	Porcelain Lux Prestige Edition		26-Jan-2022	special		 Lux_40	
Malphite	Original Malphite	0	01-Sep-2009	585	680	Malphite_0	
Malphite	Shamrock Malphite	1	16-Mar-2010	520	681	Malphite_1	
Malphite	Coral Reef Malphite	2	08-Nov-2010	750	682	Malphite_2	
Malphite	Marble Malphite	3	21-Mar-2011	520	683	Malphite_3	
Malphite	Obsidian Malphite	4	15-Aug-2011	975	684	Malphite_4	
Malphite	Glacial Malphite	5	11-Jul-2012	1350	685	Malphite_5	
Malphite	Mecha Malphite	6	23-Jul-2014	1350	686	Malphite_6	
Malphite	Ironside Malphite	7	07-Oct-2015	975	687	Malphite_7	
Malphite	Odyssey Malphite	8	12-Sep-2018	1350	688	Malphite_16	
Malphite	Dark Star Malphite	9	26-Mar-2020	1350	689	Malphite_23	
Malphite	Dark Star Malphite Prestige Edition	10	26-Mar-2020	special	690	Malphite_24	
Malphite	FPX Malphite	11	30-Apr-2020	1350	691	Malphite_25	yes
Malphite	Old God Malphite	12	12-Aug-2021	1350	692	Malphite_27	
Malzahar	Original Malzahar	0	01-Jun-2010	880	693	Malzahar_0	
